transaction_id,customer_id,scenario_id,scenario_name,injected_flag,expected_risk,notes,scenario_group_id
TXN0000122521,CUS0000371,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0062
TXN0000224127,CUS0006215,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0063
TXN0000132853,CUS0003681,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0064
TXN0000213246,CUS0002651,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0065
TXN0000150995,CUS0004934,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0066
TXN0000075290,CUS0006122,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0067
TXN0000181454,CUS0007276,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0068
TXN0000083887,CUS0003336,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0069
TXN0000193803,CUS0003598,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0070
TXN0000215919,CUS0001084,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0071
TXN0000178889,CUS0000186,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0072
TXN0000231731,CUS0007299,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0073
TXN0000123835,CUS0005122,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0074
TXN0000168923,CUS0009195,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0075
TXN0000123217,CUS0002766,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0076
TXN0000093057,CUS0003941,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0077
TXN0000199777,CUS0000705,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0078
TXN0000098117,CUS0001198,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0079
TXN0000186970,CUS0003609,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0080
TXN0000119707,CUS0007774,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0081
TXN0000190691,CUS0003199,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0082
TXN0000146595,CUS0005846,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0083
TXN0000163460,CUS0000794,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0084
TXN0000243883,CUS0007109,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0085
TXN0000231127,CUS0008891,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0086
TXN0000200121,CUS0003458,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0087
TXN0000150764,CUS0007666,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0088
TXN0000194426,CUS0006379,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0089
TXN0000103573,CUS0000301,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0090
TXN0000180236,CUS0003101,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0091
TXN0000175812,CUS0004790,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0092
TXN0000112675,CUS0007399,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0093
TXN0000227226,CUS0003063,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0094
TXN0000164093,CUS0004772,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0095
TXN0000117317,CUS0001558,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0096
TXN0000168701,CUS0007047,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0097
TXN0000172977,CUS0001456,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0098
TXN0000125231,CUS0000715,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0099
TXN0000138401,CUS0005539,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0100
TXN0000014593,CUS0003837,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0001
TXN0000109208,CUS0005724,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0001
TXN0000146034,CUS0002462,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0001
TXN0000157076,CUS0003301,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0001
TXN0000038085,CUS0004510,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0002
TXN0000114364,CUS0001165,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0002
TXN0000217284,CUS0002611,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0002
TXN0000225795,CUS0002069,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0002
TXN0000046220,CUS0004752,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0003
TXN0000080277,CUS0006847,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0003
TXN0000123496,CUS0000395,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0003
TXN0000198075,CUS0006073,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0003
TXN0000178400,CUS0000139,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0004
TXN0000212487,CUS0002870,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0004
TXN0000228501,CUS0000320,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0004
TXN0000239299,CUS0004898,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0004
TXN0000000658,CUS0006439,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0005
TXN0000062792,CUS0008816,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0005
TXN0000160601,CUS0003946,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0005
TXN0000227410,CUS0008192,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0005
TXN0000033314,CUS0009344,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0006
TXN0000034802,CUS0008896,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0006
TXN0000040561,CUS0000207,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0006
TXN0000212490,CUS0005773,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0006
TXN0000016212,CUS0009141,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0007
TXN0000101278,CUS0002123,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0007
TXN0000148723,CUS0002717,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0007
TXN0000199457,CUS0007369,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0007
TXN0000032727,CUS0002222,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0008
TXN0000221900,CUS0009284,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0008
TXN0000226879,CUS0006252,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0008
TXN0000245725,CUS0006014,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0008
TXN0000118288,CUS0007472,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0009
TXN0000181240,CUS0004980,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0009
TXN0000183841,CUS0000025,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0009
TXN0000192236,CUS0003833,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0009
TXN0000083289,CUS0000479,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0010
TXN0000112208,CUS0007647,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0010
TXN0000162717,CUS0001895,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0010
TXN0000206009,CUS0001839,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0010
TXN0000005612,CUS0007319,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0011
TXN0000020620,CUS0007782,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0011
TXN0000101950,CUS0003221,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0011
TXN0000230573,CUS0006875,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0011
TXN0000002942,CUS0003994,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0012
TXN0000163112,CUS0005536,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0012
TXN0000204962,CUS0006942,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0012
TXN0000222953,CUS0002150,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0012
TXN0000144715,CUS0000802,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0013
TXN0000171109,CUS0000075,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0013
TXN0000207980,CUS0009920,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0013
TXN0000225268,CUS0000685,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0013
TXN0000034605,CUS0008348,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0014
TXN0000051901,CUS0005286,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0014
TXN0000109898,CUS0003399,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0014
TXN0000199186,CUS0004902,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0014
TXN0000082063,CUS0009444,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0015
TXN0000172445,CUS0002639,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0015
TXN0000224646,CUS0002177,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0015
TXN0000234789,CUS0005220,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0015
TXN0000091772,CUS0000066,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0016
TXN0000104349,CUS0000100,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0016
TXN0000209907,CUS0000287,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0016
TXN0000224031,CUS0008339,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0016
TXN0000019661,CUS0002900,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0017
TXN0000047701,CUS0009215,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0017
TXN0000104240,CUS0004098,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0017
TXN0000161348,CUS0000518,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0017
TXN0000110234,CUS0004626,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0018
TXN0000192701,CUS0001948,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0018
TXN0000236735,CUS0008243,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0018
TXN0000242789,CUS0000346,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0018
TXN0000053799,CUS0004689,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0019
TXN0000105904,CUS0005883,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0019
TXN0000177769,CUS0007587,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0019
TXN0000189306,CUS0009950,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0019
TXN0000139618,CUS0000830,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0020
TXN0000162597,CUS0008419,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0020
TXN0000189829,CUS0002016,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0020
TXN0000231375,CUS0004566,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0020
TXN0000043133,CUS0003497,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0021
TXN0000075090,CUS0001928,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0021
TXN0000145843,CUS0009959,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0021
TXN0000233636,CUS0005123,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0021
TXN0000037314,CUS0009621,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0022
TXN0000116986,CUS0007585,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0022
TXN0000132913,CUS0007930,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0022
TXN0000172475,CUS0002136,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0022
TXN0000029509,CUS0006139,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0023
TXN0000142366,CUS0004570,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0023
TXN0000170116,CUS0007735,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0023
TXN0000181642,CUS0009956,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0023
TXN0000062036,CUS0000244,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0024
TXN0000100273,CUS0005851,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0024
TXN0000161642,CUS0005348,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0024
TXN0000238343,CUS0004127,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0024
TXN0000053665,CUS0004838,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0025
TXN0000107089,CUS0006709,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0025
TXN0000170075,CUS0006692,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0025
TXN0000246772,CUS0003660,AML-S05,Multiple Senders to One Receiver,1,High,Four distinct internal customers send to one external counterparty within the configured window.,AML-S05-GRP-0025
TXN0000028753,CUS0008305,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0001
TXN0000074198,CUS0008305,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0001
TXN0000091188,CUS0008305,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0001
TXN0000214419,CUS0008305,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0001
TXN0000074703,CUS0006315,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0002
TXN0000094617,CUS0006315,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0002
TXN0000137324,CUS0006315,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0002
TXN0000192841,CUS0006315,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0002
TXN0000007139,CUS0006965,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0003
TXN0000033914,CUS0006965,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0003
TXN0000099395,CUS0006965,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0003
TXN0000120380,CUS0006965,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0003
TXN0000044186,CUS0006883,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0004
TXN0000092480,CUS0006883,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0004
TXN0000103095,CUS0006883,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0004
TXN0000108063,CUS0006883,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0004
TXN0000121286,CUS0008319,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0005
TXN0000179413,CUS0008319,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0005
TXN0000216868,CUS0008319,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0005
TXN0000245196,CUS0008319,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0005
TXN0000015819,CUS0008310,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0006
TXN0000045219,CUS0008310,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0006
TXN0000134523,CUS0008310,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0006
TXN0000174838,CUS0008310,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0006
TXN0000131117,CUS0003243,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0007
TXN0000160544,CUS0003243,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0007
TXN0000209338,CUS0003243,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0007
TXN0000233238,CUS0003243,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0007
TXN0000061394,CUS0007113,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0008
TXN0000086794,CUS0007113,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0008
TXN0000157648,CUS0007113,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0008
TXN0000200982,CUS0007113,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0008
TXN0000082542,CUS0007796,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0009
TXN0000097390,CUS0007796,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0009
TXN0000113433,CUS0007796,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0009
TXN0000249552,CUS0007796,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0009
TXN0000024062,CUS0009665,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0010
TXN0000104770,CUS0009665,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0010
TXN0000143675,CUS0009665,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0010
TXN0000167798,CUS0009665,AML-S06,One Sender to Multiple Beneficiaries,1,High,Synthetic injection for One Sender to Multiple Beneficiaries.,AML-S06-GRP-0010
